Time Units = Minutes

  Process:  Single Loop Jacketed Reactor


  Controller:  PID ( P= DA, I= ARW, D= off, F = off)

  Tuning: Gain = -3.06 [%/°C] , Reset Time = 1.99 [min], Sample Time = 1.0 [sec]

        Time     Controller   Process
       (Min)       Output     Variable   Set Point   Disturbance
   60.733333   44.875144   82.094327       85.00       45.00
       60.75   44.881367   82.120477       85.00       45.00
   60.766667   44.994146   82.180943       85.00       45.00
   60.783333   45.054585   82.223945       85.00       45.00
       60.80   45.000776   82.229563       85.00       45.00
   60.816667   45.198336   82.316599       85.00       45.00
   60.833333   45.198364   82.338896       85.00       45.00
       60.85    45.28576   82.389322       85.00       45.00
   60.866667   45.355183   82.433504       85.00       45.00
   60.883333   45.322861   82.444345       85.00       45.00
       60.90    45.43799   82.502883       85.00       45.00
   60.916667   45.517165   82.549282       85.00       45.00
   60.933333   45.540407   82.577169       85.00       45.00
       60.95   45.672086   82.639967       85.00       45.00
   60.966667   45.780023    82.69455       85.00       45.00
   60.983333    45.83052   82.730063       85.00       45.00
       61.00    45.97536   82.795857       85.00       45.00
   61.016667   46.072674   82.845702       85.00       45.00
   61.033333   45.991615   82.837324       85.00       45.00
       61.05   46.211846    82.92666       85.00       45.00
   61.066667   46.274843   82.964297       85.00       45.00
   61.083333   46.293824   82.987356       85.00       45.00
       61.10   46.329191   83.015534       85.00       45.00
   61.116667   46.469417   83.077461       85.00       45.00
   61.133333   46.544981   83.117918       85.00       45.00
       61.15   46.673513   83.175205       85.00       45.00
   61.166667   46.668508   83.188739       85.00       45.00
   61.183333   46.863583   83.267003       85.00       45.00
       61.20   46.930907   83.303216       85.00       45.00
   61.216667    47.05136   83.356345       85.00       45.00
   61.233333   47.047169   83.368639       85.00       45.00
       61.25   47.179553   83.425092       85.00       45.00
   61.266667   47.272286   83.468226       85.00       45.00
   61.283333   47.322859   83.497338       85.00       45.00
       61.30   47.518041   83.573074       85.00       45.00
   61.316667   47.508089     83.5817       85.00       45.00
   61.333333    47.62728   83.632107       85.00       45.00
       61.35   47.758605   83.686029       85.00       45.00
   61.366667   47.789854    83.70707       85.00       45.00
   61.383333   47.885392    83.74877       85.00       45.00
       61.40   47.997147   83.795381       85.00       45.00
   61.416667   48.069657   83.828885       85.00       45.00
   61.433333   48.312411   83.917285       85.00       45.00
       61.45   48.368288   83.944386       85.00       45.00
   61.466667   48.451233   83.980034       85.00       45.00
   61.483333   48.541277   84.017688       85.00       45.00
       61.50   48.602562   84.045708       85.00       45.00
   61.516667   48.765596    84.10647       85.00       45.00
   61.533333   48.878711    84.15055       85.00       45.00
       61.55   48.930326   84.174333       85.00       45.00
   61.566667   49.014101   84.208341       85.00       45.00
   61.583333   49.108882   84.245633       85.00       45.00
       61.60   49.320909   84.320613       85.00       45.00
   61.616667   49.339709   84.332349       85.00       45.00
   61.633333   49.413112   84.361682       85.00       45.00
       61.65   49.549838   84.411295       85.00       45.00
   61.666667   49.639118   84.445118       85.00       45.00
   61.683333   49.682109    84.46366       85.00       45.00
       61.70   49.793167   84.504106       85.00       45.00
   61.716667   49.992205    84.57273       85.00       45.00
   61.733333   50.003393   84.579905       85.00       45.00
       61.75    50.17795   84.639965       85.00       45.00
   61.766667   50.260655   84.669758       85.00       45.00
   61.783333   50.264001   84.673585       85.00       45.00
       61.80   50.402392   84.721147       85.00       45.00
   61.816667   50.519136   84.761298       85.00       45.00
   61.833333   50.579365   84.782799       85.00       45.00
       61.85   50.738222   84.836086       85.00       45.00
   61.866667   50.799094   84.857175       85.00       45.00
   61.883333   50.921933   84.898172       85.00       45.00
       61.90   50.985887   84.919744       85.00       45.00
   61.916667   51.124497   84.965331       85.00       45.00
   61.933333   51.181847   84.984206       85.00       45.00
       61.95   51.317309   85.028238       85.00       45.00
   61.966667   51.424203   85.062646       85.00       45.00
   61.983333    51.43086   85.064283       85.00       45.00
       62.00   51.584737   85.113618       85.00       45.00
   62.016667   51.659411   85.136875       85.00       45.00
   62.033333   51.803307   85.182372       85.00       45.00
       62.05   51.846817   85.194958       85.00       45.00
   62.066667   51.880787   85.204348       85.00       45.00
   62.083333   51.948281   85.224525       85.00       45.00
       62.10   52.027447   85.248316       85.00       45.00
   62.116667   52.217924   85.307984       85.00       45.00
   62.133333   52.263215   85.320104       85.00       45.00
       62.15   52.237322   85.309054       85.00       45.00
   62.166667   52.484025   85.386439       85.00       45.00
   62.183333   52.436682   85.367887       85.00       45.00
       62.20    52.51499   85.390209       85.00       45.00
   62.216667   52.665773   85.435835       85.00       45.00
   62.233333   52.702282   85.444047       85.00       45.00
       62.25   52.791178   85.469168       85.00       45.00
   62.266667   52.828223   85.477277       85.00       45.00
   62.283333   52.910252   85.499897       85.00       45.00
       62.30   52.871523   85.483194       85.00       45.00
   62.316667   52.992958   85.518536       85.00       45.00
   62.333333   53.105144   85.550587       85.00       45.00
       62.35   53.202905   85.577696       85.00       45.00
   62.366667   53.237103   85.583981       85.00       45.00
   62.383333   53.267305   85.588919       85.00       45.00
       62.40   53.327978    85.60369       85.00       45.00
   62.416667   53.395072   85.620421       85.00       45.00
   62.433333   53.418288   85.622792       85.00       45.00
       62.45   53.539825   85.657007       85.00       45.00
   62.466667    53.54872   85.654433       85.00       45.00
   62.483333   53.630413   85.675473       85.00       45.00
       62.50   53.753001   85.709591       85.00       45.00
   62.516667   53.708855    85.68939       85.00       45.00
   62.533333   53.727541   85.689721       85.00       45.00
       62.55   53.795143     85.7059       85.00       45.00
   62.566667   53.871474   85.724775       85.00       45.00
   62.583333   53.991492   85.757651       85.00       45.00
       62.60   53.904389    85.72313       85.00       45.00
   62.616667   54.031891   85.758445       85.00       45.00
   62.633333   54.017608   85.747517       85.00       45.00
       62.65   54.039799     85.7485       85.00       45.00
   62.666667    54.17027   85.784566       85.00       45.00
   62.683333    54.10422   85.756644       85.00       45.00
       62.70   54.295322   85.812293       85.00       45.00
   62.716667   54.227207   85.783472       85.00       45.00
   62.733333    54.26722   85.789932       85.00       45.00
       62.75   54.288024   85.790113       85.00       45.00
   62.766667   54.315856   85.792571       85.00       45.00
   62.783333   54.433352   85.824066       85.00       45.00
       62.80    54.40112   85.806776       85.00       45.00
   62.816667   54.437439   85.811846       85.00       45.00
   62.833333   54.415702   85.798058       85.00       45.00
       62.85   54.407577   85.788797       85.00       45.00
   62.866667   54.488764   85.808556       85.00       45.00
   62.883333   54.521553   85.812467       85.00       45.00
       62.90   54.443576   85.780448       85.00       45.00
   62.916667   54.541477   85.805694       85.00       45.00
   62.933333    54.69276   85.848031       85.00       45.00
       62.95   54.626805   85.819612       85.00       45.00
   62.966667   54.587732   85.800142       85.00       45.00
   62.983333   54.615967   85.802647       85.00       45.00
       63.00   54.618575   85.796825       85.00       45.00
   63.016667   54.638886    85.79679       85.00       45.00
   63.033333   54.686116   85.805478       85.00       45.00
       63.05   54.606792    85.77308       85.00       45.00
   63.066667   54.662192   85.784614       85.00       45.00
   63.083333   54.654665   85.775658       85.00       45.00
       63.10   54.711716   85.787705       85.00       45.00
   63.116667   54.669271   85.767407       85.00       45.00
   63.133333   54.693709   85.768953       85.00       45.00
       63.15    54.72685   85.773307       85.00       45.00
   63.166667   54.594064    85.72385       85.00       45.00
   63.183333   54.610945   85.723309       85.00       45.00
       63.20   54.686281   85.741717       85.00       45.00
   63.216667   54.620845   85.714349       85.00       45.00
   63.233333    54.65928   85.720872       85.00       45.00
       63.25   54.587741     85.6917       85.00       45.00
   63.266667   54.602515   85.690743       85.00       45.00
   63.283333   54.548869    85.66762       85.00       45.00
       63.30   54.620186   85.685188       85.00       45.00
   63.316667    54.68645   85.700972       85.00       45.00
   63.333333   54.702476   85.700344       85.00       45.00
       63.35   54.552298   85.645857       85.00       45.00
   63.366667   54.479864   85.617018       85.00       45.00
   63.383333   54.497172   85.617503       85.00       45.00
       63.40   54.529216   85.622759       85.00       45.00
   63.416667   54.441186   85.589057       85.00       45.00
   63.433333   54.525658   85.611541       85.00       45.00
       63.45   54.504225   85.599515       85.00       45.00
   63.466667   54.366284   85.549832       85.00       45.00
   63.483333   54.467998   85.578229       85.00       45.00
       63.50   54.447786   85.566876       85.00       45.00
   63.516667   54.290416   85.511167       85.00       45.00
   63.533333   54.354721   85.527761       85.00       45.00
       63.55   54.245281    85.48791       85.00       45.00
   63.566667   54.317659   85.507314       85.00       45.00
   63.583333   54.265795   85.486293       85.00       45.00
       63.60   54.200828   85.461199       85.00       45.00
   63.616667   54.225238   85.465279       85.00       45.00
   63.633333   54.231369   85.463401       85.00       45.00
       63.65   54.200006   85.449389       85.00       45.00
   63.666667   54.194407   85.443842       85.00       45.00
   63.683333   54.109416   85.412611       85.00       45.00
       63.70   54.087174   85.401976       85.00       45.00
   63.716667   54.023991   85.378161       85.00       45.00
   63.733333   53.967216    85.35662       85.00       45.00
       63.75    53.99641   85.363119       85.00       45.00
   63.766667    53.97359   85.352708       85.00       45.00
   63.783333   53.866348   85.315023       85.00       45.00
       63.80   53.918514   85.329312       85.00       45.00
   63.816667   53.988849   85.349372       85.00       45.00
   63.833333   53.773923   85.276816       85.00       45.00
       63.85   53.723618   85.258214       85.00       45.00
   63.866667   53.782142   85.275036       85.00       45.00
   63.883333   53.723138    85.25363       85.00       45.00
       63.90    53.62814   85.220736       85.00       45.00
   63.916667   53.694648   85.240456       85.00       45.00
   63.933333   53.685544   85.235509       85.00       45.00
       63.95   53.571092   85.196461       85.00       45.00
   63.966667   53.478721   85.164893       85.00       45.00
   63.983333   53.508424    85.17315       85.00       45.00
       64.00   53.427062   85.145344       85.00       45.00
   64.016667   53.404395   85.136791       85.00       45.00
   64.033333    53.35165   85.118561       85.00       45.00
       64.05   53.350662   85.117256       85.00       45.00
   64.066667   53.308992   85.102777       85.00       45.00
   64.083333   53.299509    85.09885       85.00       45.00
       64.10   53.187031   85.061577       85.00       45.00
   64.116667   53.154256   85.050444       85.00       45.00
   64.133333   53.118373   85.038396       85.00       45.00
       64.15   53.040133   85.012721       85.00       45.00
   64.166667   52.986542   84.995247       85.00       45.00
   64.183333   53.023541   85.007277       85.00       45.00
       64.20   52.974092   84.991191       85.00       45.00
   64.216667   52.898326    84.96671       85.00       45.00
   64.233333   52.793602   84.933047       85.00       45.00
       64.25   52.795901   84.934348       85.00       45.00
   64.266667   52.808005   84.938816       85.00       45.00
   64.283333   52.650205   84.888184       85.00       45.00
       64.30   52.680584   84.898958       85.00       45.00
   64.316667   52.623387   84.881261       85.00       45.00
   64.333333   52.475351   84.834271       85.00       45.00
       64.35   52.492704   84.841271       85.00       45.00
   64.366667   52.472275   84.835969       85.00       45.00
   64.383333   52.395583   84.812477       85.00       45.00
       64.40   52.417404   84.821106       85.00       45.00
   64.416667   52.371281   84.807644       85.00       45.00
   64.433333   52.247566   84.769148       85.00       45.00
       64.45    52.20519   84.757332       85.00       45.00
   64.466667   52.310095   84.793346       85.00       45.00
   64.483333   52.100574   84.727159       85.00       45.00
       64.50   52.196713   84.760583       85.00       45.00
   64.516667   52.113363   84.735559       85.00       45.00
   64.533333   52.139318   84.746167       85.00       45.00
       64.55   52.049743   84.719245       85.00       45.00
   64.566667   51.927649   84.682008       85.00       45.00
   64.583333   51.967909   84.697697       85.00       45.00
       64.60   51.915348   84.683174       85.00       45.00
   64.616667   51.861567   84.668376       85.00       45.00
   64.633333   51.740107   84.631767       85.00       45.00
       64.65   51.753993   84.639326       85.00       45.00
   64.666667   51.640623    84.60558       85.00       45.00
   64.683333   51.695058   84.626498       85.00       45.00
       64.70   51.588519   84.595072       85.00       45.00
   64.716667   51.648297   84.617809       85.00       45.00
   64.733333   51.452918   84.557664       85.00       45.00
       64.75   51.548727   84.592388       85.00       45.00
   64.766667    51.36872   84.537436       85.00       45.00
   64.783333   51.409643    84.55454       85.00       45.00
       64.80   51.393135    84.55289       85.00       45.00
   64.816667   51.252641   84.511072       85.00       45.00
   64.833333   51.287005    84.52627       85.00       45.00
       64.85   51.186288   84.497564       85.00       45.00
   64.866667   51.147131   84.489046       85.00       45.00
   64.883333   51.169933    84.50068       85.00       45.00
       64.90   51.140001   84.495127       85.00       45.00
   64.916667   51.052589   84.470991       85.00       45.00
   64.933333   51.083416   84.485375       85.00       45.00
       64.95   51.005707   84.464466       85.00       45.00
   64.966667   50.855742   84.420313       85.00       45.00
   64.983333   50.913906   84.443977       85.00       45.00
       65.00   50.821477   84.418641       85.00       45.00
   65.016667    50.77848   84.409535       85.00       45.00
   65.033333   50.825731   84.429752       85.00       45.00
       65.05   50.678345   84.386723       85.00       45.00
   65.066667    50.70484   84.400403       85.00       45.00
   65.083333   50.642697   84.385244       85.00       45.00
       65.10   50.608088   84.379133       85.00       45.00
   65.116667    50.59629   84.380467       85.00       45.00
   65.133333   50.578592   84.379877       85.00       45.00
       65.15   50.401742   84.327713       85.00       45.00
   65.166667    50.42806   84.341826       85.00       45.00
   65.183333   50.395698   84.336805       85.00       45.00
       65.20   50.407477    84.34613       85.00       45.00
   65.216667    50.30246   84.317527       85.00       45.00
   65.233333   50.412282   84.358787       85.00       45.00
       65.25   50.343804    84.34192       85.00       45.00
   65.266667   50.291277   84.330362       85.00       45.00
   65.283333   50.188703   84.302682       85.00       45.00
       65.30   50.184116   84.306987       85.00       45.00
   65.316667   50.162363   84.305693       85.00       45.00
   65.333333     50.1852   84.318861       85.00       45.00
       65.35   50.031979   84.274862       85.00       45.00
   65.366667   50.044088   84.284809       85.00       45.00
   65.383333   49.999423   84.276274       85.00       45.00
       65.40   50.060758   84.302162       85.00       45.00
   65.416667   49.942497   84.269632       85.00       45.00
   65.433333   49.897508   84.261118       85.00       45.00
       65.45   49.973592   84.291912       85.00       45.00
   65.466667   49.890597   84.270896       85.00       45.00
   65.483333   49.774153   84.239214       85.00       45.00
       65.50   49.741367   84.234908       85.00       45.00
   65.516667   49.756643   84.246213       85.00       45.00
   65.533333   49.886887   84.294684       85.00       45.00
       65.55   49.741875   84.253546       85.00       45.00
   65.566667   49.720774   84.252907       85.00       45.00
   65.583333   49.626376    84.22852       85.00       45.00
       65.60   49.658223   84.245248       85.00       45.00
   65.616667   49.632757   84.243264       85.00       45.00
   65.633333   49.619003   84.245092       85.00       45.00
       65.65   49.574006   84.236779       85.00       45.00
   65.666667   49.571083   84.242171       85.00       45.00
   65.683333   49.512196   84.229381       85.00       45.00
       65.70   49.449711   84.215531       85.00       45.00
   65.716667   49.461482   84.225861       85.00       45.00
   65.733333   49.415339   84.217337       85.00       45.00
       65.75   49.491706   84.248587       85.00       45.00
   65.766667   49.479322   84.250814       85.00       45.00
   65.783333   49.458015   84.250131       85.00       45.00
       65.80   49.411065   84.241143       85.00       45.00
   65.816667   49.348255   84.227091       85.00       45.00
   65.833333   49.320613   84.224552       85.00       45.00
       65.85   49.347025   84.239552       85.00       45.00
   65.866667   49.175083   84.190145       85.00       45.00
   65.883333   49.215015   84.209812       85.00       45.00
       65.90   49.363118   84.264373       85.00       45.00
   65.916667   49.203229   84.218666       85.00       45.00
   65.933333   49.180888   84.217915       85.00       45.00
       65.95   49.131748   84.208485       85.00       45.00
   65.966667   49.214466   84.241867       85.00       45.00
   65.983333   49.168453   84.233251       85.00       45.00
       66.00   49.220677   84.256545       85.00       45.00
   66.016667   49.086615   84.219272       85.00       45.00
   66.033333   49.167229   84.251882       85.00       45.00
       66.05   49.159997   84.255752       85.00       45.00
   66.066667   49.079246   84.235764       85.00       45.00
   66.083333   49.126162   84.257316       85.00       45.00
       66.10   49.108389   84.257724       85.00       45.00
   66.116667   49.057821   84.247501       85.00       45.00
   66.133333   48.989375   84.231569       85.00       45.00
       66.15   49.018033   84.247239       85.00       45.00
   66.166667   48.984701   84.242689       85.00       45.00
   66.183333   49.071457   84.277095       85.00       45.00
       66.20   48.946268   84.242527       85.00       45.00
   66.216667   49.028921   84.275605       85.00       45.00
   66.233333   49.073496   84.296068       85.00       45.00
       66.25   49.011922   84.281959       85.00       45.00
   66.266667   48.914731   84.256425       85.00       45.00
   66.283333    49.03298   84.300923       85.00       45.00
       66.30    49.00635   84.298099       85.00       45.00
   66.316667   49.014223   84.306481       85.00       45.00
   66.333333   48.979169    84.30088       85.00       45.00
       66.35    48.92491   84.289103       85.00       45.00
   66.366667   49.001044   84.319681       85.00       45.00
   66.383333   48.940737   84.305787       85.00       45.00
       66.40   48.918054   84.304201       85.00       45.00
   66.416667   48.855524   84.289716       85.00       45.00
   66.433333    48.91638   84.315337       85.00       45.00
       66.45   48.910863   84.319236       85.00       45.00
   66.466667   48.890473   84.318282       85.00       45.00
   66.483333   48.866683   84.316234       85.00       45.00
       66.50   48.864875   84.321328       85.00       45.00
   66.516667   48.965555   84.359593       85.00       45.00
   66.533333   48.996054   84.374796       85.00       45.00
       66.55   48.955088   84.366712       85.00       45.00
   66.566667   48.872541    84.34522       85.00       45.00
   66.583333   48.920899   84.366331       85.00       45.00
       66.60    48.86516    84.35353       85.00       45.00
   66.616667   48.838321   84.350201       85.00       45.00
   66.633333   48.980123   84.401554       85.00       45.00
       66.65   48.953494   84.397894       85.00       45.00
   66.666667   48.895456   84.384086       85.00       45.00
   66.683333   48.969142   84.413082       85.00       45.00
       66.70   48.913543   84.399938       85.00       45.00
   66.716667   48.978084   84.425838       85.00       45.00
   66.733333   49.003429   84.438821       85.00       45.00
       66.75   48.997051   84.441415       85.00       45.00
   66.766667   48.903683   84.415795       85.00       45.00
   66.783333   48.933393   84.430276       85.00       45.00
       66.80   48.970633   84.447077       85.00       45.00
   66.816667   48.944491   84.443197       85.00       45.00
   66.833333   48.951599   84.450125       85.00       45.00
       66.85   48.972253   84.461386       85.00       45.00
   66.866667   48.981556   84.468874       85.00       45.00
   66.883333   49.051366    84.49591       85.00       45.00
       66.90   48.933752    84.46198       85.00       45.00
   66.916667   48.963972   84.476242       85.00       45.00
   66.933333   48.970026   84.482555       85.00       45.00
       66.95   48.978706   84.489665       85.00       45.00
   66.966667   49.059441   84.520069       85.00       45.00
   66.983333   49.041148   84.518127       85.00       45.00
       67.00   49.026119   84.517258       85.00       45.00
   67.016667   49.140536   84.558348       85.00       45.00
   67.033333   49.063548   84.537066       85.00       45.00
       67.05   49.158947   84.571828       85.00       45.00
   67.066667   49.158515   84.575244       85.00       45.00
   67.083333   49.138678   84.572344       85.00       45.00
       67.10   49.136681   84.575248       85.00       45.00
   67.116667   49.173877   84.590831       85.00       45.00
   67.133333   49.105627    84.57211       85.00       45.00
       67.15   49.150624   84.590247       85.00       45.00
   67.166667    49.17759    84.60239       85.00       45.00
   67.183333   49.170585   84.603422       85.00       45.00
       67.20   49.251885   84.633063       85.00       45.00
   67.216667   49.223252   84.626832       85.00       45.00
   67.233333   49.238474   84.634864       85.00       45.00
       67.25   49.210359   84.628785       85.00       45.00
   67.266667   49.187143   84.624345       85.00       45.00
   67.283333   49.232443   84.642146       85.00       45.00
       67.30   49.312004   84.670902       85.00       45.00
   67.316667   49.346468   84.684805       85.00       45.00
   67.333333   49.220108   84.646472       85.00       45.00
       67.35   49.276781   84.667775       85.00       45.00
   67.366667   49.374748   84.702283       85.00       45.00
   67.383333   49.276781   84.673007       85.00       45.00
       67.40   49.338668   84.695779       85.00       45.00
   67.416667   49.356568   84.704107       85.00       45.00
   67.433333   49.321868   84.695319       85.00       45.00
       67.45   49.337845   84.703027       85.00       45.00
   67.466667    49.46822   84.747746       85.00       45.00
   67.483333   49.359829   84.714714       85.00       45.00
       67.50   49.375817   84.722265       85.00       45.00
   67.516667   49.397344   84.731548       85.00       45.00
   67.533333    49.44192   84.748224       85.00       45.00
       67.55    49.47465   84.760922       85.00       45.00
   67.566667   49.500352   84.771238       85.00       45.00
   67.583333    49.57588   84.797615       85.00       45.00
       67.60   49.537125   84.786736       85.00       45.00
   67.616667   49.472561   84.767583       85.00       45.00
   67.633333   49.472368   84.769451       85.00       45.00
       67.65   49.486972   84.776099       85.00       45.00
   67.666667    49.54007   84.795167       85.00       45.00
   67.683333   49.527571   84.792817       85.00       45.00
       67.70   49.561968   84.805686       85.00       45.00
   67.716667   49.606545   84.821746       85.00       45.00
   67.733333   49.552007   84.805552       85.00       45.00
       67.75   49.620914   84.829498       85.00       45.00
   67.766667   49.670487    84.84698       85.00       45.00
   67.783333   49.713669   84.862246       85.00       45.00
       67.80   49.715089    84.86385       85.00       45.00
   67.816667   49.780196   84.886081       85.00       45.00
   67.833333   49.727609   84.869985       85.00       45.00
       67.85   49.740828   84.875348       85.00       45.00
   67.866667   49.746876   84.878344       85.00       45.00
   67.883333    49.73995    84.87711       85.00       45.00
       67.90    49.82321   84.905113       85.00       45.00
   67.916667   49.813657   84.902805       85.00       45.00
   67.933333   49.787725   84.895209       85.00       45.00
       67.95   49.827663   84.909023       85.00       45.00
   67.966667    49.80295   84.901769       85.00       45.00
   67.983333   49.930863   84.944039       85.00       45.00
       68.00   49.862199   84.922251       85.00       45.00
   68.016667   50.002738   84.968443       85.00       45.00
   68.033333   50.011167   84.971437       85.00       45.00
       68.05   49.883643   84.930346       85.00       45.00
   68.066667   49.895482   84.934761       85.00       45.00
   68.083333    49.92188   84.943858       85.00       45.00
       68.10   50.009116   84.972596       85.00       45.00
   68.116667   50.003033   84.970853       85.00       45.00
   68.133333    50.01145   84.973823       85.00       45.00
       68.15   50.051655   84.987069       85.00       45.00
   68.166667   50.037083   84.982454       85.00       45.00
   68.183333   49.997027   84.969619       85.00       45.00
       68.20    50.14046   85.016355       85.00       45.00
   68.216667   50.067691   84.992636       85.00       45.00
   68.233333   50.099241   85.002922       85.00       45.00
       68.25   50.100959   85.003455       85.00       45.00
   68.266667   50.087973   84.999217       85.00       45.00
   68.283333   50.045696   84.985523       85.00       45.00
       68.30   50.128599    85.01251       85.00       45.00
   68.316667    50.24995   85.051734       85.00       45.00
   68.333333   50.219856   85.041552       85.00       45.00
       68.35   50.170435    85.02519       85.00       45.00
   68.366667   50.271779   85.057825       85.00       45.00
   68.383333   50.258796   85.053137       85.00       45.00
       68.40   50.275231   85.058022       85.00       45.00
   68.416667   50.313048   85.069796       85.00       45.00
   68.433333   50.295635   85.063573       85.00       45.00
       68.45   50.328986   85.073853       85.00       45.00
   68.466667    50.19052   85.028365       85.00       45.00
   68.483333   50.396064   85.094743       85.00       45.00
       68.50   50.324525   85.070772       85.00       45.00
   68.516667   50.372874   85.085853       85.00       45.00
   68.533333   50.405386   85.095677       85.00       45.00
       68.55   50.362438   85.080963       85.00       45.00
   68.566667   50.429237   85.101939       85.00       45.00
   68.583333   50.325643   85.067519       85.00       45.00
       68.60   50.369956    85.08132       85.00       45.00
   68.616667   50.453627   85.107761       85.00       45.00
   68.633333   50.512172   85.125839       85.00       45.00
       68.65    50.36905    85.07841       85.00       45.00
   68.666667   50.419738   85.094186       85.00       45.00
   68.683333    50.41685   85.092468       85.00       45.00
       68.70    50.45127   85.102855       85.00       45.00
   68.716667   50.573354   85.141566       85.00       45.00
   68.733333   50.510903   85.120151       85.00       45.00
       68.75   50.535419   85.127098       85.00       45.00
   68.766667   50.469076   85.104542       85.00       45.00
   68.783333   50.524665   85.121689       85.00       45.00
       68.80   50.453953   85.097762       85.00       45.00
   68.816667   50.542595   85.125677       85.00       45.00
   68.833333   50.422231   85.085625       85.00       45.00
       68.85   50.414239   85.082324       85.00       45.00
   68.866667   50.515798   85.114554       85.00       45.00
   68.883333   50.611504   85.144619       85.00       45.00
       68.90   50.543217   85.121287       85.00       45.00
   68.916667   50.571118   85.129322       85.00       45.00
   68.933333   50.485184   85.100398       85.00       45.00
       68.95   50.547707   85.119827       85.00       45.00
   68.966667   50.574799   85.127612       85.00       45.00
   68.983333   50.658485   85.153673       85.00       45.00
       69.00   50.532972    85.11172       85.00       45.00
   69.016667   50.627657   85.141478       85.00       45.00
   69.033333   50.657393    85.14994       85.00       45.00
       69.05   50.635647   85.141647       85.00       45.00
   69.066667   50.632655   85.139501       85.00       45.00
   69.083333   50.573554   85.119189       85.00       45.00
       69.10   50.632782   85.137394       85.00       45.00
   69.116667   50.692235    85.15552       85.00       45.00
   69.133333   50.527826   85.100946       85.00       45.00
       69.15   50.642174   85.137166       85.00       45.00
   69.166667   50.652317   85.139314       85.00       45.00
   69.183333   50.663566   85.141803       85.00       45.00
       69.20   50.666514    85.14158       85.00       45.00
   69.216667   50.777847   85.176486       85.00       45.00
   69.233333    50.68683   85.145523       85.00       45.00
       69.25   50.683491   85.143232       85.00       45.00
   69.266667   50.717422   85.153039       85.00       45.00
   69.283333   50.647642   85.129153       85.00       45.00
       69.30   50.682789   85.139471       85.00       45.00
   69.316667   50.733541    85.15476       85.00       45.00
   69.333333   50.712851    85.14677       85.00       45.00
       69.35   50.721885   85.148478       85.00       45.00
   69.366667   50.631313   85.117892       85.00       45.00
   69.383333   50.690458   85.136081       85.00       45.00
       69.40   50.722271   85.145261       85.00       45.00
   69.416667   50.687213   85.132693       85.00       45.00
   69.433333   50.774878   85.160001       85.00       45.00
       69.45   50.790867   85.163854       85.00       45.00
   69.466667   50.725887   85.141434       85.00       45.00
   69.483333    50.64487   85.114003       85.00       45.00
       69.50   50.714792   85.135717       85.00       45.00
   69.516667    50.66277   85.117731       85.00       45.00
   69.533333   50.749275   85.144787       85.00       45.00
       69.55   50.732455   85.138134       85.00       45.00
   69.566667   50.704015    85.12777       85.00       45.00
   69.583333   50.710402   85.128778       85.00       45.00
       69.60   50.618389   85.097889       85.00       45.00
   69.616667   50.741326   85.136918       85.00       45.00
   69.633333   50.692772   85.120045       85.00       45.00
       69.65   50.691671   85.118691       85.00       45.00
   69.666667   50.664636   85.108944       85.00       45.00
   69.683333   50.881788   85.178414       85.00       45.00
       69.70   50.741387   85.131431       85.00       45.00
   69.716667   50.662025   85.104619       85.00       45.00
   69.733333   50.743547    85.13017       85.00       45.00
       69.75   50.711645    85.11875       85.00       45.00
   69.766667   50.634877   85.092884       85.00       45.00
   69.783333    50.73469   85.124461       85.00       45.00
       69.80   50.720884   85.118953       85.00       45.00
   69.816667   50.654134   85.096332       85.00       45.00
   69.833333   50.677898   85.103234       85.00       45.00
       69.85   50.814303   85.146583       85.00       45.00
   69.866667   50.704958   85.109929       85.00       45.00
   69.883333   50.683047   85.101914       85.00       45.00
       69.90   50.615579   85.079203       85.00       45.00
   69.916667   50.646311   85.088505       85.00       45.00
   69.933333   50.716675   85.110573       85.00       45.00
       69.95   50.652146   85.088742       85.00       45.00
   69.966667    50.64456   85.085547       85.00       45.00
   69.983333   50.667712   85.092339       85.00       45.00
       70.00   50.623197   85.077146       85.00       45.00
   70.016667   50.670007   85.091675       85.00       45.00
   70.033333   50.752598    85.11768       85.00       45.00
       70.05   50.611481   85.070969       85.00       45.00
   70.066667   50.559685   85.053594       85.00       45.00
   70.083333   50.768165   85.120713       85.00       45.00
       70.10   50.652357   85.082179       85.00       45.00
   70.116667   50.717015   85.102451       85.00       45.00
   70.133333   50.719239   85.102321       85.00       45.00
       70.15   50.596333    85.06164       85.00       45.00
   70.166667   50.674116   85.086336       85.00       45.00
   70.183333   50.596459   85.060452       85.00       45.00
       70.20   50.615053   85.065975       85.00       45.00
   70.216667   50.758109   85.111789       85.00       45.00
   70.233333   50.646108   85.074563       85.00       45.00
       70.25   50.649601   85.075076       85.00       45.00
   70.266667   50.751574     85.1075       85.00       45.00
   70.283333   50.759628   85.109217       85.00       45.00
       70.30   50.599397   85.056382       85.00       45.00
   70.316667   50.647537   85.071515       85.00       45.00
   70.333333   50.569757   85.045714       85.00       45.00
       70.35   50.581507   85.049143       85.00       45.00
   70.366667   50.630401    85.06458       85.00       45.00
   70.383333   50.527608    85.03073       85.00       45.00
       70.40   50.590912   85.050991       85.00       45.00
   70.416667   50.598257   85.052948       85.00       45.00
   70.433333    50.53024   85.030465       85.00       45.00
       70.45   50.611206   85.056451       85.00       45.00
   70.466667   50.507962   85.022523       85.00       45.00
